timestamp,open,high,low,close,volume,oi,symbol,date,ema_filter_15,open_interest,datetime,atr,body_size,candle_range,wick_top,wick_bottom,is_bullish,is_bearish,direction,body_ratio,wick_ratio,volume_spike_flag,volume_surge_magnitude,oi_change_1min,oi_change_5min,rolling_oi_increase_flag,rolling_oi_decrease_flag,price_oi_divergence_flag,price_volume_oi_confluence_flag,rolling_avg_vol_10,volume_spike,delta_volume_sign,cum_delta_5,oi_change,oi_change_5,price_up,price_down,price_up_oi_up,price_down_oi_up,price_up_oi_down,price_down_oi_down,distance_from_vwap,distance_from_high_volume_node,support_distance,resistance_distance,nearest_zone_strength,tp,vwap,vwap_distance,vwap_distance_pct,above_vwap_flag,vwap_trend_slope_15m,dominant_hvn_above,dominant_hvn_below,whvn_above,whvn_below,distance_to_resistance,distance_to_support,time,hour,minute,minute_of_day,expiry_week_flag,weekday,macd_histogram_30m,trend_strength,trend_regime,rr_ratio_estimate,zone_cluster_strength,high_confidence_window,event_score,no_trade_zone_flag,is_alpha_hour
2025-06-16 09:15:00,55550.0,55760.0,55550.0,55689.2,14850,1955670,BANKNIFTY25JUNFUT,2025-06-16,False,1955670,2025-06-16 09:15:00,210.0,139.1999999999971,210.0,70.80000000000291,0.0,1,0,139.1999999999971,0.662857142857129,0.337142857142871,0,1.0,,,0,0,0,0,,,,,,,1,0,0,0,0,0,22.799999999995634,0.0,139.1999999999971,70.80000000000291,1,55666.4,55666.4,22.799999999995634,0.00040958280039657017,1,,,,,,,,09:15,9,15,555,0,0,0.0,,,,0,0,0.0,0,0
2025-06-16 09:16:00,55680.4,55706.4,55635.2,55666.0,11820,1955670,BANKNIFTY25JUNFUT,2025-06-16,False,1955670,2025-06-16 09:16:00,140.60000000000218,14.400000000001455,71.20000000000437,26.0,30.80000000000291,0,1,-14.400000000001455,0.202247191011244,0.797752808988756,0,0.8863892013498312,0.0,,0,0,0,0,,,,,0.0,,0,1,0,0,0,0,-3.2000000000043656,-11.599999999998545,116.0,94.0,3,55669.200000000004,55667.64094488189,-1.6409448818885721,-2.9477535854506898e-05,0,,,,,,,,09:16,9,16,556,0,0,-1.4805698005715384,,,,0,0,0.0,0,0
2025-06-16 09:17:00,55675.0,55714.8,55660.0,55700.0,7800,1955670,BANKNIFTY25JUNFUT,2025-06-16,False,1955670,2025-06-16 09:17:00,112.00000000000243,25.0,54.80000000000291,14.80000000000291,15.0,1,0,25.0,0.4562043795620196,0.5437956204379805,0,0.6788511749347258,0.0,,0,0,0,0,,,,,0.0,,1,0,0,0,0,0,8.400000000001455,14.933333333327028,150.0,60.0,3,55691.6,55673.06248912097,26.937510879026377,0.000483851788902222,1,,,,,,,,09:17,9,17,557,0,0,-0.15777326482231724,,,,0,0,0.0,0,0
2025-06-16 09:18:00,55705.8,55719.0,55680.2,55690.0,7860,1963290,BANKNIFTY25JUNFUT,2025-06-16,False,1963290,2025-06-16 09:18:00,93.70000000000255,15.80000000000291,38.80000000000291,13.19999999999709,9.80000000000291,0,1,-15.80000000000291,0.4072164948454053,0.5927835051545947,0,0.742735648476258,7620.0,,0,0,0,0,,,,,7620.0,,0,1,0,1,0,0,-6.400000000001455,3.6999999999970896,140.0,70.0,3,55696.4,55677.395889440115,12.604110559885157,0.00022637751566027673,1,10.995889440113388,,,,,,,09:18,9,18,558,0,0,0.0451581892787945,,,,0,0,0.0,0,0
2025-06-16 09:19:00,55694.4,55694.4,55635.2,55653.2,12690,1963290,BANKNIFTY25JUNFUT,2025-06-16,False,1963290,2025-06-16 09:19:00,86.80000000000291,41.200000000004366,59.200000000004366,0.0,18.0,0,1,-41.200000000004366,0.6959459459459684,0.30405405405403163,0,1.153217011995638,0.0,,0,0,0,0,,,,-9720.0,0.0,,0,1,0,0,0,0,-7.733333333329938,-26.480000000010477,103.19999999999709,106.80000000000291,3,55660.93333333333,55673.59890948746,-20.398909487463243,-0.00036640184732133455,0,5.95796460557176,,,,,,,09:19,9,19,559,0,0,-2.174874411522364,,,,0,0,0.0,0,0
2025-06-16 09:20:00,55652.6,55663.6,55615.0,55661.4,4530,1963290,BANKNIFTY25JUNFUT,2025-06-16,False,1963290,2025-06-16 09:20:00,80.43333333333551,8.80000000000291,48.599999999998545,2.1999999999970896,37.599999999998545,1,0,8.80000000000291,0.18106995884780194,0.818930041152198,0,0.4564231738035264,0.0,7620.0,1,0,1,0,,,,-20040.0,0.0,7620.0,1,0,0,0,0,0,14.733333333337214,-15.233333333329938,111.40000000000146,98.59999999999854,3,55646.666666666664,55671.550159529805,-10.150159529803204,-0.0001823222004905087,0,-1.5123295911689638,,,,,,,09:20,9,20,560,0,0,-2.920444313440621,,,,0,0,4.016523929472361,0,1
2025-06-16 09:21:00,55660.0,55700.4,55655.2,55700.4,6150,1977360,BANKNIFTY25JUNFUT,2025-06-16,False,1977360,2025-06-16 09:21:00,75.40000000000249,40.400000000001455,45.200000000004366,0.0,4.80000000000291,1,0,40.400000000001455,0.8938053097344592,0.10619469026554086,0,0.6552511415525114,14070.0,21690.0,1,0,0,0,,,,-2070.0,14070.0,21690.0,1,0,1,0,0,0,15.066666666665697,20.371428571430442,150.40000000000146,59.599999999998545,1,55685.333333333336,55672.840365296805,27.559634703196934,0.0004950283571372443,1,-4.555524143310322,,,,,,,09:21,9,21,561,0,0,-0.7305252256135715,,,,0,0,26.472146118722414,0,1
2025-06-16 09:22:00,55693.2,55704.8,55655.0,55655.0,7440,1977360,BANKNIFTY25JUNFUT,2025-06-16,False,1977360,2025-06-16 09:22:00,72.20000000000255,38.19999999999709,49.80000000000291,11.60000000000582,0.0,0,1,-38.19999999999709,0.7670682730922662,0.23293172690773378,0,0.8137817883511075,0.0,21690.0,1,0,1,0,,,,-17310.0,0.0,21690.0,0,1,0,0,0,0,-16.599999999998545,-21.900000000001455,105.0,105.0,2,55671.6,55672.71419196062,-17.714191960621974,-0.00031818445027743914,0,-0.884717526838358,,,,,,,09:22,9,22,562,0,0,-2.2000434975967855,,,,0,0,31.086464315009938,0,1
2025-06-16 09:23:00,55650.0,55652.8,55619.6,55622.0,4410,1977360,BANKNIFTY25JUNFUT,2025-06-16,False,1977360,2025-06-16 09:23:00,68.11111111111353,28.0,33.200000000004366,2.8000000000029104,2.400000000001455,0,1,-28.0,0.8433734939757928,0.15662650602420727,0,0.511798839458414,0.0,14070.0,1,0,1,0,,,,-13860.0,0.0,14070.0,0,1,0,0,0,0,-9.466666666667152,-48.80000000000291,72.0,138.0,4,55631.46666666667,55670.36858800774,-48.36858800773916,-0.0008688390113903163,0,-1.1815715220654965,,,,,,,09:23,9,23,563,0,0,-5.089838260048888,,,,0,0,14.330367504835591,0,1
2025-06-16 09:24:00,55622.0,55648.0,55620.0,55630.0,5220,1983450,BANKNIFTY25JUNFUT,2025-06-16,False,1983450,2025-06-16 09:24:00,64.10000000000218,8.0,28.0,18.0,2.0,1,0,8.0,0.2857142857142857,0.7142857142857143,0,0.6306632837984777,6090.0,20160.0,1,0,1,0,8277.0,0.6306632837984777,-1.0,4050.0,6090.0,20160.0,1,0,1,0,0,0,-2.6666666666642413,-36.71999999999389,80.0,130.0,1,55632.666666666664,55667.99086625589,-37.99086625588825,-0.0006824544170663983,0,-4.849499040916271,,,,,,,09:24,9,24,564,0,0,-6.090222007303176,,,,0,0,5.0453062703878215,0,1
